"","Vote98","Contact","Contacted","Age","Party","Vote96"
"930",0,1,0,39,1,0
"931",0,1,1,87,1,0
"932",1,1,1,81,1,1
"933",0,1,0,48,1,1
"934",0,1,0,62,0,0
"935",0,1,1,84,1,0
"936",0,1,0,26,1,1
"937",1,1,1,66,1,0
"938",1,1,0,42,1,0
"939",0,1,0,31,1,0
"940",1,1,0,39,1,1
"941",0,1,0,30,1,0
"942",0,1,0,48,1,0
"943",0,1,0,72,1,1
"944",1,1,1,79,1,1
"945",1,1,1,28,0,1
"946",0,1,0,32,1,1
"947",0,1,1,30,1,0
"948",0,1,1,43,1,0
"949",1,1,0,61,1,1
"950",1,1,1,38,1,1
"951",1,1,0,70,0,1
"952",0,1,1,44,1,0
"953",0,1,0,38,1,1
"954",0,1,1,35,1,0
"955",1,1,1,0,1,1
"956",0,1,0,35,1,1
"957",0,1,0,65,0,1
"958",0,1,0,82,1,1
"959",0,1,0,56,1,1
"960",0,1,0,39,0,0
"961",0,1,0,31,1,1
"962",0,1,0,49,1,1
"963",0,1,0,24,1,0
"964",1,1,0,29,1,1
"965",1,1,1,48,1,1
"966",0,1,0,51,1,0
"967",1,1,0,30,1,1
"968",0,1,0,24,0,0
"969",0,1,0,55,0,0
"970",1,1,0,76,1,1
"971",0,1,1,79,1,0
"972",0,1,0,34,1,0
"973",0,1,0,26,0,0
"974",1,1,0,0,1,1
"975",1,1,1,81,1,1
"976",1,1,0,56,1,1
"977",1,1,0,79,1,1
"978",1,1,0,75,1,1
"979",1,1,0,77,1,0
"980",1,1,0,33,1,1
"981",0,1,0,19,1,0
"982",1,1,0,82,1,0
"983",1,1,0,36,1,1
"984",1,1,1,84,1,1
"985",1,1,0,73,1,1
"986",0,1,0,31,1,0
"987",0,1,0,33,1,1
"988",1,1,0,82,0,1
"989",0,1,0,30,0,1
"990",0,1,1,34,1,0
"991",1,1,1,69,0,1
"992",0,1,0,46,1,1
"993",1,1,0,24,1,0
"994",1,1,1,61,1,1
"995",1,1,0,58,0,1
"996",0,1,0,41,1,1
"997",0,1,0,35,0,0
"998",0,1,0,34,1,0
"999",0,1,0,62,0,1
"1000",1,1,1,79,1,1
"1001",1,1,0,28,1,1
"1002",1,1,0,88,1,1
"1003",0,1,0,40,0,0
"1004",1,1,1,71,1,1
"1005",1,1,1,49,0,1
"1006",1,1,1,41,0,1
"1007",0,1,0,57,1,1
"1008",1,1,1,37,1,1
"1009",0,1,0,65,0,0
"1010",0,1,0,49,1,0
"1011",1,1,0,72,1,1
"1012",1,1,1,63,0,1
"1013",1,1,1,57,1,1
"1014",0,1,0,76,1,0
"1015",0,1,0,34,0,0
"1016",0,1,1,24,0,1
"1017",1,1,1,36,1,1
"1018",0,1,1,29,1,0
"1019",0,1,0,35,1,0
"1020",0,1,1,29,1,0
"1021",0,1,1,39,0,1
"1022",1,1,0,29,1,0
"1023",0,1,0,42,1,0
"1024",1,1,1,68,1,1
"1025",1,1,1,75,1,1
"1026",1,1,1,43,0,1
"1027",0,1,0,32,1,0
"1028",0,1,0,85,1,1
"1029",0,1,0,94,1,1
"1030",0,1,1,41,1,0
"1031",1,1,1,70,0,1
"1032",1,1,1,47,1,1
"1033",0,1,0,45,0,1
"1034",1,1,0,59,1,0
"1035",1,1,1,35,1,0
"1036",1,1,0,20,1,1
"1037",1,1,0,48,1,1
"1038",1,1,0,28,0,1
"1039",1,1,0,57,1,1
"1040",0,1,0,53,1,1
"1041",0,1,1,45,0,0
"1042",0,1,0,30,1,1
"1043",0,1,0,88,1,0
"1044",0,1,0,40,1,0
"1045",1,1,0,87,1,1
"1046",0,1,0,25,0,0
"1047",1,1,1,71,1,0
"1048",0,1,1,75,1,0
"1049",0,1,0,27,1,0
"1050",0,1,1,84,1,0
"1051",1,1,0,41,0,0
"1052",1,1,0,46,1,1
"1053",1,1,0,57,0,1
"1054",1,1,1,90,1,1
"1055",0,1,0,72,1,0
"1056",1,1,1,24,1,1
"1057",1,1,1,68,0,1
"1058",0,1,0,23,0,0
"1059",1,1,1,52,0,1
"1060",1,1,0,70,1,1
"1061",1,1,0,83,1,1
"1062",0,1,0,37,1,0
"1063",0,1,0,34,1,0
"1064",1,1,0,42,1,1
"1065",1,1,1,55,1,1
"1066",1,1,0,54,1,1
"1067",1,1,0,77,1,1
"1068",0,1,1,32,0,0
"1069",0,1,1,31,0,0
"1070",0,1,0,74,0,0
"1071",0,1,1,79,1,0
"1072",0,1,0,62,1,1
"1073",0,1,1,43,1,0
"1074",0,1,0,31,0,1
"1075",0,1,1,46,1,1
"1076",0,1,0,48,1,1
"1077",1,1,0,44,1,1
"1078",0,1,1,23,1,0
"1079",0,1,0,30,1,0
"1080",0,1,0,31,1,0
"1081",1,1,0,45,1,1
"1082",0,1,0,30,1,1
"1083",1,1,1,39,1,1
"1084",1,1,0,71,1,1
"1085",1,1,0,28,1,1
"1086",1,1,1,75,1,1
"1087",0,1,0,84,1,0
"1088",0,1,0,35,1,0
"1089",0,1,0,23,0,0
"1090",0,1,0,33,0,0
"1091",0,1,0,33,1,0
"1092",0,1,0,41,1,0
"1093",0,1,0,25,0,0
"1094",0,1,0,25,1,1
"1095",0,1,0,21,0,0
"1096",0,1,0,32,1,1
"1097",0,1,1,27,0,0
"1098",0,1,1,26,0,0
"1099",0,1,0,25,1,0
"1100",1,1,0,36,1,1
"1101",0,1,0,29,1,1
"1102",1,1,1,75,1,1
"1103",1,1,1,69,1,1
"1104",1,1,0,68,1,1
"1105",1,1,0,23,1,0
"1106",0,1,0,18,0,0
"1107",1,1,0,51,1,1
"1108",0,1,0,20,1,0
"1109",0,1,0,72,0,1
"1110",0,1,0,30,1,1
"1111",0,1,0,26,1,0
"1112",1,1,1,70,1,1
"1113",0,1,0,49,1,0
"1114",1,1,0,27,1,0
"1115",0,1,1,30,1,0
"1116",0,1,1,24,0,0
"1117",0,1,0,28,1,1
"1118",1,1,0,38,0,0
"1119",1,1,0,23,1,0
"1120",0,1,0,54,1,0
"1121",1,1,0,77,1,1
"1122",1,1,1,58,1,1
"1123",0,1,0,52,1,1
"1124",0,1,0,81,0,0
"1125",0,1,0,37,1,0
"1126",0,1,0,46,1,0
"1127",1,1,1,31,1,0
"1128",1,1,0,38,1,1
"1129",1,1,0,41,0,0
"1130",0,1,0,39,1,0
"1131",0,1,0,29,1,0
"1132",0,1,0,73,1,0
"1133",1,1,0,57,1,1
"1134",0,1,0,58,1,1
"1135",1,1,0,63,1,0
"1136",0,1,0,32,1,0
"1137",0,1,0,57,1,0
"1138",1,1,1,49,1,1
"1139",0,1,1,46,1,0
"1140",1,1,1,78,1,1
"1141",1,1,0,85,1,1
"1142",0,1,1,35,1,0
"1143",1,1,1,47,1,1
"1144",0,1,1,29,1,0
"1145",1,1,1,32,1,1
"1146",0,1,0,45,0,0
"1147",0,1,0,45,1,0
"1148",1,1,0,29,1,0
"1149",0,1,0,38,1,0
"1150",1,1,0,61,1,0
"1151",0,1,0,37,1,0
"1152",1,1,0,59,1,1
"1153",0,1,0,24,0,0
"1154",0,1,0,53,1,0
"1155",0,1,0,61,0,1
"1156",0,1,0,33,0,0
"1157",0,1,0,0,0,0
"1158",1,1,0,55,1,1
"1159",0,1,1,49,0,0
"1160",0,1,0,38,0,0
"1161",0,1,0,32,0,1
"1162",0,1,0,106,0,0
"1163",1,1,0,52,1,0
"1164",1,1,1,42,1,0
"1165",1,1,1,43,1,1
"1166",1,1,0,44,0,1
"1167",1,1,0,67,0,1
"1168",1,1,1,0,0,1
"1169",0,1,0,35,0,0
"1170",0,1,0,32,1,0
"1171",0,1,1,45,0,0
"1172",1,1,0,78,1,0
"1173",0,1,0,86,1,1
"1174",0,1,1,39,0,1
"1175",0,1,0,27,0,0
"1176",1,1,1,66,1,1
"1177",0,1,0,29,1,1
"1178",0,1,0,47,1,0
"1179",1,1,1,39,0,1
"1180",1,1,1,93,1,1
"1181",0,1,0,34,1,0
"1182",0,1,0,43,0,0
"1183",1,1,0,79,1,0
"1184",0,1,1,56,1,1
"1185",0,1,1,54,1,0
"1186",0,1,0,40,1,0
"1187",0,1,0,21,1,0
"1188",1,1,0,49,1,1
"1189",0,1,1,31,0,0
"1190",0,1,1,30,0,0
"1191",0,1,0,61,1,0
"1192",1,1,0,42,1,1
"1193",0,1,0,51,1,0
"1194",1,1,1,27,0,1
"1195",1,1,1,74,1,1
"1196",1,1,0,45,1,1
"1197",0,1,0,41,1,0
"1198",0,1,0,35,1,0
"1199",1,1,1,87,1,0
"1200",1,1,0,47,1,1
"1201",0,1,0,21,0,0
"1202",1,1,0,48,1,0
"1203",0,1,0,59,0,0
"1204",1,1,0,71,1,1
"1205",0,1,1,35,1,0
"1206",0,1,0,32,0,0
"1207",0,1,0,31,1,0
"1208",0,1,0,37,1,0
"1209",0,1,0,18,0,0
"1210",0,1,0,88,1,1
"1211",1,1,1,48,1,1
"1212",1,1,0,75,1,1
"1213",0,1,1,36,1,0
"1214",1,1,0,29,0,1
"1215",0,1,0,26,1,1
"1216",0,1,0,41,1,0
"1217",0,1,0,25,0,0
"1218",0,1,0,23,1,0
"1219",0,1,0,53,1,0
"1220",1,1,1,65,1,1
"1221",0,1,0,39,1,0
"1222",0,1,0,28,0,0
"1223",0,1,0,54,1,0
"1224",1,1,1,32,1,1
"1225",1,1,1,56,1,1
"1226",1,1,0,72,0,0
"1227",1,1,0,35,0,1
"1228",1,1,0,77,1,1
"1229",1,1,0,51,1,1
"1230",0,1,0,46,1,0
"1231",0,1,0,30,1,0
"1232",1,1,1,19,1,0
"1233",0,1,1,80,1,0
"1234",0,1,0,56,0,1
"1235",0,1,1,0,1,0
"1236",1,1,1,60,1,1
"1237",0,1,0,74,1,1
"1238",0,1,0,26,0,0
"1239",1,1,1,68,1,0
"1240",0,1,0,74,1,0
"1241",1,1,0,71,1,0
"1242",0,1,0,83,1,0
"1243",0,1,1,62,1,0
"1244",0,1,0,34,1,0
"1245",1,1,0,38,1,1
"1246",1,1,1,51,0,0
"1247",0,1,0,42,1,0
"1248",0,1,0,25,1,0
"1249",1,1,1,60,1,1
"1250",1,1,0,81,0,1
"1251",0,1,0,40,1,1
"1252",1,1,0,42,0,0
"1253",1,1,0,73,1,1
"1254",0,1,1,39,1,0
"1255",1,1,0,79,1,1
"1256",0,1,0,22,1,0
"1257",1,1,1,38,1,0
"1258",1,1,0,48,1,1
"1259",0,1,1,38,1,1
"1260",1,1,0,63,1,1
"1261",0,1,0,36,1,1
"1262",1,1,0,39,0,1
"1263",0,1,1,45,1,0
"1264",0,1,0,23,1,0
"1265",0,1,0,30,1,1
"1266",0,1,0,52,1,0
"1267",1,1,1,33,1,0
"1268",0,1,1,34,0,0
"1269",1,1,0,36,0,1
"1270",1,1,0,39,1,1
"1271",0,1,0,35,0,1
"1272",0,1,0,49,1,1
"1273",1,1,0,71,0,1
"1274",0,1,1,25,1,0
"1275",0,1,0,25,1,1
"1276",1,1,0,73,0,0
"1277",0,1,0,64,1,1
"1278",0,1,0,23,1,0
"1279",0,1,0,29,1,0
"1280",0,1,0,46,1,1
"1281",1,1,0,78,1,1
"1282",0,1,0,56,0,0
"1283",1,1,0,20,1,0
"1284",0,1,1,21,0,0
"1285",0,1,1,33,1,0
"1286",0,1,1,44,1,0
"1287",1,1,1,90,1,1
"1288",1,1,0,30,1,0
"1289",0,1,0,23,0,1
"1290",0,1,1,46,0,0
"1291",0,1,1,35,1,0
"1292",0,1,0,32,1,0
"1293",0,1,0,24,1,0
"1294",1,1,0,48,1,1
"1295",0,1,0,35,1,0
"1296",1,1,0,48,1,1
"1297",1,1,1,37,0,0
"1298",1,1,0,54,1,1
"1299",1,1,1,43,1,1
"1300",0,1,0,26,0,0
"1301",1,1,0,56,0,0
"1302",0,1,1,61,0,0
"1303",0,1,0,42,1,0
"1304",0,1,0,44,1,0
"1305",0,1,0,74,1,1
"1306",1,1,0,84,1,1
"1307",0,1,0,45,1,0
"1308",0,1,0,41,1,0
"1309",1,1,1,79,1,1
"1310",1,1,0,77,1,1
"1311",0,1,0,33,1,0
"1312",0,1,1,64,1,0
"1313",0,1,0,25,1,1
"1314",1,1,0,61,1,1
"1315",1,1,1,40,1,0
"1316",0,1,0,28,1,0
"1317",0,1,0,23,1,0
"1318",0,1,0,33,0,0
"1319",0,1,0,35,1,1
"1320",1,1,1,88,1,1
"1321",1,1,1,50,1,0
"1322",1,1,1,78,1,1
"1323",0,1,0,69,1,0
"1324",0,1,0,53,0,1
"1325",0,1,0,77,1,1
"1326",0,1,1,43,1,0
"1327",0,1,0,69,1,1
"1328",1,1,0,51,1,1
"1329",0,1,0,0,0,0
"1330",1,1,0,78,1,1
"1331",1,1,0,52,0,0
"1332",0,1,0,39,1,0
"1333",1,1,0,77,1,0
"1334",0,1,1,32,1,1
"1335",0,1,1,21,1,0
"1336",1,1,0,73,0,1
"1337",1,1,1,26,1,1
"1338",0,1,0,33,1,1
"1339",0,1,1,47,1,0
"1340",1,1,0,42,1,0
"1341",0,1,0,27,0,0
"1342",1,1,0,84,1,0
"1343",1,1,0,71,0,1
"1344",1,1,0,31,1,1
"1345",0,1,0,52,1,0
"1346",1,1,0,83,1,1
"1347",1,1,0,80,1,1
"1348",0,1,0,21,0,1
"1349",0,1,1,49,1,0
"1350",1,1,1,74,0,1
"1351",1,1,1,88,1,1
"1352",1,1,0,72,1,1
"1353",0,1,1,33,1,0
"1354",1,1,0,78,1,1
"1355",0,1,0,44,1,1
"1356",0,1,0,24,1,0
"1357",1,1,0,83,1,1
"1358",0,1,0,27,0,0
"1359",0,1,0,27,0,1
"1360",0,1,0,19,0,0
"1361",0,1,0,28,0,0
"1362",1,1,0,30,1,0
"1363",1,1,1,35,1,1
"1364",0,1,0,48,1,0
"1365",0,1,1,37,1,0
"1366",1,1,0,78,1,1
"1367",0,1,0,28,0,0
"1368",0,1,0,34,1,0
"1369",1,1,0,36,1,0
"1370",0,1,0,27,0,0
"1371",0,1,0,30,1,0
"1372",1,1,0,38,1,1
"1373",1,1,0,80,1,1
"1374",1,1,0,55,1,1
"1375",1,1,1,63,1,1
"1376",1,1,0,43,1,0
"1377",1,1,0,72,1,1
"1378",0,1,0,37,1,0
"1379",0,1,0,28,1,0
"1380",1,1,0,86,1,1
"1381",1,1,0,86,0,1
"1382",0,1,0,25,0,0
"1383",0,1,1,36,1,0
"1384",1,1,1,32,1,0
"1385",1,1,1,50,0,1
"1386",0,1,1,24,1,0
"1387",0,1,0,39,1,0
"1388",0,1,1,45,1,0
"1389",0,1,0,32,1,1
"1390",1,1,1,38,1,1
"1391",0,1,0,42,0,1
"1392",0,1,0,31,0,0
"1393",0,1,0,25,0,0
"1394",0,1,0,85,1,0
"1395",1,1,0,69,1,1
"1396",1,1,1,48,1,0
"1397",0,1,0,52,1,0
"1398",0,1,0,29,0,0
"1399",1,1,0,72,1,1
"1400",0,1,1,45,1,0
"1401",0,1,0,58,1,0
"1402",1,1,0,73,1,1
"1403",0,1,1,47,1,0
"1404",0,1,1,49,0,1
"1405",1,1,1,34,1,0
"1406",1,1,1,42,1,1
"1407",0,1,0,40,1,1
"1408",1,1,0,47,1,1
"1409",1,1,0,68,1,1
"1410",0,1,0,33,1,0
"1411",0,1,1,91,1,1
"1412",0,1,0,33,1,0
"1413",1,1,1,70,1,0
"1414",1,1,0,53,1,1
"1415",0,1,0,50,1,0
"1416",0,1,0,41,1,1
"1417",0,1,0,49,1,0
"1418",1,1,1,36,1,1
"1419",1,1,0,87,1,0
"1420",0,1,0,94,1,1
"1421",1,1,1,47,1,1
"1422",0,1,0,31,1,0
"1423",1,1,0,77,0,1
"1424",1,1,1,83,1,1
"1425",1,1,0,77,1,1
"1426",1,1,0,33,1,1
"1427",1,1,0,64,1,1
"1428",1,1,0,48,1,0
"1429",0,1,0,29,1,0
"1430",1,1,1,49,1,1
"1431",0,1,0,27,1,0
"1432",1,1,1,26,1,1
"1433",1,1,0,33,1,1
"1434",0,1,0,25,0,0
"1435",0,1,0,42,1,1
"1436",1,1,0,62,1,1
"1437",0,1,0,32,1,1
"1438",1,1,0,66,1,1
"1439",1,1,1,41,1,1
"1440",1,1,0,88,0,1
"1441",0,1,1,32,0,0
"1442",0,1,0,26,1,0
"1443",1,1,1,78,1,1
"1444",1,1,0,34,0,1
"1445",0,1,0,30,0,1
"1446",0,0,0,29,1,1
"1447",0,0,0,43,0,1
"1448",1,0,0,37,1,1
"1449",0,0,0,63,1,1
"1450",0,0,0,41,0,0
"1451",0,0,0,29,1,1
"1452",0,0,0,27,0,1
"1453",0,0,0,25,0,0
"1454",0,0,0,25,0,0
"1455",0,0,0,43,1,0
"1456",1,0,0,57,1,1
"1457",1,0,0,36,0,1
"1458",0,0,0,52,1,0
"1459",0,0,0,48,1,0
"1460",0,0,0,45,1,1
"1461",1,0,0,82,1,1
"1462",1,0,0,68,0,0
"1463",0,0,0,39,1,1
"1464",1,0,0,54,1,0
"1465",1,0,0,81,1,1
"1466",0,0,0,44,1,1
"1467",1,0,0,51,1,1
"1468",0,0,0,19,1,0
"1469",0,0,0,35,1,1
"1470",1,0,0,24,1,0
"1471",1,0,0,30,1,1
"1472",0,0,0,47,1,1
"1473",0,0,0,21,0,0
"1474",1,0,0,36,0,1
"1475",0,0,0,26,0,0
"1476",0,0,0,34,0,0
"1477",0,0,0,75,1,1
"1478",0,0,0,43,1,0
"1479",0,0,0,51,1,0
"1480",0,0,0,37,1,1
"1481",0,0,0,26,1,0
"1482",0,0,0,40,1,0
"1483",0,0,0,48,1,0
"1484",0,0,0,41,0,0
"1485",0,0,0,71,1,0
"1486",0,0,0,22,0,0
"1487",0,0,0,31,1,0
"1488",0,0,0,29,1,1
"1489",0,0,0,32,1,0
"1490",0,0,0,66,1,1
"1491",0,0,0,42,1,0
"1492",1,0,0,57,1,1
"1493",1,0,0,38,1,0
"1494",0,0,0,52,1,1
"1495",1,0,0,29,0,1
"1496",0,0,0,66,1,1
"1497",0,0,0,25,1,0
"1498",1,0,0,53,1,0
"1499",0,0,0,28,0,1
"1500",0,0,0,82,0,0
"1501",0,0,0,28,1,1
"1502",0,0,0,27,0,0
"1503",0,0,0,28,0,0
"1504",1,0,0,50,1,1
"1505",0,0,0,24,1,0
"1506",0,0,0,40,1,1
"1507",1,0,0,56,1,1
"1508",1,0,0,46,1,1
"1509",0,0,0,42,1,0
"1510",0,0,0,40,1,0
"1511",0,0,0,25,1,0
"1512",1,0,0,70,1,1
"1513",1,0,0,58,1,1
"1514",1,0,0,49,1,0
"1515",1,0,0,36,1,1
"1516",1,0,0,36,1,1
"1517",1,0,0,42,0,1
"1518",0,0,0,44,1,0
"1519",1,0,0,43,1,1
"1520",0,0,0,23,1,0
"1521",0,0,0,45,0,0
"1522",0,0,0,45,0,0
"1523",0,0,0,34,1,0
"1524",0,0,0,72,1,1
"1525",1,0,0,36,1,1
"1526",0,0,0,25,0,0
"1527",0,0,0,49,0,1
"1528",0,0,0,28,1,0
"1529",0,0,0,33,1,0
"1530",0,0,0,28,1,1
"1531",1,0,0,57,1,1
"1532",0,0,0,51,1,1
"1533",1,0,0,28,0,1
"1534",0,0,0,85,1,0
"1535",0,0,0,26,1,0
"1536",0,0,0,40,0,0
"1537",1,0,0,68,1,1
"1538",0,0,0,68,1,0
"1539",0,0,0,69,1,0
"1540",0,0,0,76,0,1
"1541",0,0,0,25,0,0
"1542",0,0,0,47,1,0
"1543",0,0,0,39,0,0
"1544",1,0,0,83,1,1
"1545",1,0,0,36,1,0
"1546",0,0,0,42,1,0
"1547",1,0,0,31,0,1
"1548",1,0,0,58,1,0
"1549",0,0,0,37,0,0
"1550",1,0,0,0,1,0
"1551",1,0,0,27,0,1
"1552",1,0,0,80,1,1
"1553",1,0,0,56,1,1
"1554",1,0,0,44,1,1
"1555",0,0,0,33,0,0
"1556",1,0,0,66,1,1
"1557",1,0,0,78,1,1
"1558",0,0,0,0,1,1
"1559",1,0,0,42,0,1
"1560",1,0,0,64,1,1
"1561",0,0,0,36,1,0
"1562",0,0,0,82,1,1
"1563",0,0,0,81,1,0
"1564",0,0,0,60,1,1
"1565",0,0,0,24,0,0
"1566",0,0,0,32,0,0
"1567",0,0,0,74,1,1
"1568",0,0,0,37,0,1
"1569",0,0,0,37,0,1
"1570",0,0,0,27,1,1
"1571",1,0,0,67,1,1
"1572",1,0,0,87,1,1
"1573",0,0,0,30,1,1
"1574",0,0,0,35,1,1
"1575",1,0,0,50,1,1
"1576",0,0,0,57,0,0
"1577",1,0,0,44,0,1
"1578",0,0,0,41,1,0
"1579",1,0,0,67,0,1
"1580",1,0,0,34,1,1
"1581",1,0,0,84,0,0
"1582",0,0,0,47,1,0
"1583",1,0,0,71,1,1
"1584",0,0,0,90,1,1
"1585",0,0,0,26,1,0
"1586",1,0,0,36,1,1
"1587",1,0,0,28,0,1
"1588",1,0,0,51,0,1
"1589",1,0,0,76,1,0
"1590",0,0,0,19,0,0
"1591",0,0,0,27,0,0
"1592",1,0,0,82,1,0
"1593",1,0,0,84,1,1
"1594",1,0,0,63,0,1
"1595",0,0,0,67,1,1
"1596",1,0,0,80,1,1
"1597",0,0,0,28,1,0
"1598",0,0,0,78,1,0
"1599",0,0,0,76,1,1
"1600",1,0,0,48,0,1
"1601",1,0,0,35,0,1
"1602",0,0,0,36,1,0
"1603",1,0,0,87,1,1
"1604",0,0,0,30,0,1
"1605",0,0,0,34,1,1
"1606",0,0,0,56,1,0
"1607",0,0,0,51,1,0
"1608",0,0,0,54,1,0
"1609",0,0,0,33,1,0
"1610",0,0,0,30,0,0
"1611",0,0,0,32,0,0
"1612",1,0,0,53,1,1
"1613",1,0,0,53,1,1
"1614",1,0,0,44,1,1
"1615",1,0,0,34,1,1
"1616",1,0,0,34,1,1
"1617",0,0,0,49,0,0
"1618",0,0,0,30,1,0
"1619",1,0,0,80,1,1
"1620",1,0,0,71,1,1
"1621",1,0,0,55,0,1
"1622",0,0,0,50,0,0
"1623",0,0,0,42,1,0
"1624",1,0,0,46,1,1
"1625",0,0,0,40,1,0
"1626",1,0,0,68,1,0
"1627",0,0,0,26,1,0
"1628",1,0,0,84,0,1
"1629",0,0,0,51,1,0
"1630",1,0,0,81,1,0
"1631",0,0,0,62,0,0
"1632",1,0,0,35,1,1
"1633",1,0,0,61,0,0
"1634",1,0,0,81,1,1
"1635",1,0,0,68,1,0
"1636",0,0,0,66,1,0
"1637",0,0,0,75,1,0
"1638",0,0,0,36,0,1
"1639",0,0,0,70,1,1
"1640",1,0,0,91,1,1
"1641",1,0,0,54,1,1
"1642",0,0,0,41,0,0
"1643",0,0,0,37,1,0
"1644",0,0,0,76,1,1
"1645",0,0,0,45,1,0
"1646",0,0,0,85,1,0
"1647",1,0,0,38,1,0
"1648",0,0,0,26,0,1
"1649",0,0,0,83,0,0
"1650",0,0,0,60,1,0
"1651",0,0,0,28,1,1
"1652",0,0,0,24,1,0
"1653",1,0,0,73,1,1
"1654",0,0,0,34,1,0
"1655",0,0,0,84,1,1
"1656",0,0,0,33,1,1
"1657",0,0,0,37,1,0
"1658",0,0,0,31,1,0
"1659",0,0,0,34,0,0
"1660",0,0,0,23,0,1
"1661",1,0,0,32,0,0
"1662",0,0,0,45,0,0
"1663",1,0,0,46,1,1
"1664",1,0,0,43,0,1
"1665",0,0,0,26,1,0
"1666",1,0,0,45,1,0
"1667",1,0,0,57,1,1
"1668",1,0,0,32,1,0
"1669",0,0,0,43,1,0
"1670",0,0,0,62,0,0
"1671",0,0,0,40,1,0
"1672",0,0,0,40,1,1
"1673",1,0,0,39,1,1
"1674",0,0,0,22,0,0
"1675",0,0,0,28,1,1
"1676",1,0,0,48,1,1
"1677",1,0,0,20,1,0
"1678",0,0,0,31,1,0
"1679",1,0,0,70,1,0
"1680",1,0,0,49,1,1
"1681",1,0,0,47,1,1
"1682",1,0,0,51,1,1
"1683",0,0,0,84,1,1
"1684",0,0,0,27,1,0
"1685",0,0,0,87,0,0
"1686",1,0,0,76,1,1
"1687",0,0,0,69,0,1
"1688",0,0,0,48,1,0
"1689",0,0,0,71,1,0
"1690",1,0,0,88,1,1
"1691",0,0,0,69,0,0
"1692",1,0,0,63,1,0
"1693",0,0,0,35,1,1
"1694",1,0,0,28,1,1
"1695",1,0,0,25,1,1
"1696",0,0,0,43,0,1
"1697",0,0,0,43,0,0
"1698",1,0,0,37,0,0
"1699",0,0,0,52,1,1
"1700",1,0,0,48,1,1
"1701",0,0,0,83,1,0
"1702",0,0,0,66,1,0
"1703",0,0,0,79,0,0
"1704",0,0,0,50,1,1
"1705",0,0,0,67,1,0
"1706",1,0,0,38,0,1
"1707",0,0,0,38,0,0
"1708",0,0,0,26,1,0
"1709",0,0,0,45,0,1
"1710",1,0,0,59,1,1
"1711",0,0,0,42,1,1
"1712",1,0,0,45,0,1
"1713",0,0,0,32,1,0
"1714",0,0,0,40,1,0
"1715",0,0,0,47,1,0
"1716",1,0,0,50,1,1
"1717",1,0,0,0,1,1
"1718",1,0,0,53,1,1
"1719",0,0,0,70,0,0
"1720",1,0,0,61,1,1
"1721",0,0,0,91,1,0
"1722",0,0,0,20,0,0
"1723",0,0,0,57,0,0
"1724",1,0,0,71,1,0
"1725",0,0,0,49,0,0
"1726",0,0,0,62,1,0
"1727",1,0,0,54,1,1
"1728",1,0,0,52,0,0
"1729",0,0,0,47,1,0
"1730",1,0,0,64,1,0
"1731",0,0,0,65,1,0
"1732",1,0,0,78,1,0
"1733",0,0,0,34,1,0
"1734",0,0,0,23,1,0
"1735",1,0,0,27,1,0
"1736",1,0,0,52,1,1
"1737",0,0,0,65,1,1
"1738",0,0,0,41,0,0
"1739",1,0,0,46,1,1
"1740",0,0,0,41,1,1
"1741",1,0,0,85,1,1
"1742",0,0,0,19,0,0
"1743",0,0,0,22,0,0
"1744",1,0,0,69,0,1
"1745",1,0,0,76,1,0
"1746",0,0,0,88,1,1
"1747",0,0,0,25,0,0
"1748",0,0,0,77,1,1
"1749",1,0,0,33,0,1
"1750",0,0,0,54,1,0
"1751",1,0,0,45,0,1
"1752",0,0,0,60,0,0
"1753",1,0,0,77,0,1
"1754",0,0,0,29,1,0
"1755",0,0,0,28,0,0
"1756",0,0,0,28,1,1
"1757",0,0,0,66,1,1
"1758",0,0,0,84,0,0
"1759",0,0,0,24,0,0
"1760",0,0,0,28,1,0
"1761",1,0,0,38,1,1
"1762",1,0,0,88,0,1
"1763",0,0,0,30,1,0
"1764",0,0,0,28,1,0
"1765",1,0,0,75,1,1
"1766",1,0,0,27,1,1
"1767",0,0,0,27,1,0
"1768",1,0,0,79,1,1
"1769",0,0,0,53,0,0
"1770",0,0,0,50,1,1
"1771",1,0,0,51,1,1
"1772",1,0,0,57,1,1
"1773",0,0,0,19,0,0
"1774",0,0,0,39,1,1
"1775",0,0,0,38,0,1
"1776",0,0,0,29,1,1
"1777",1,0,0,53,1,0
"1778",1,0,0,87,1,1
"1779",0,0,0,37,0,0
"1780",0,0,0,23,1,1
"1781",1,0,0,52,1,1
"1782",1,0,0,77,0,1
"1783",0,0,0,43,1,0
"1784",0,0,0,38,1,1
"1785",0,0,0,58,1,0
"1786",0,0,0,80,0,0
"1787",1,0,0,57,0,1
"1788",1,0,0,36,1,1
"1789",0,0,0,36,1,0
"1790",1,0,0,35,1,1
"1791",0,0,0,60,1,1
"1792",1,0,0,63,1,1
"1793",1,0,0,67,0,1
"1794",0,0,0,27,1,1
"1795",1,0,0,44,1,1
"1796",0,0,0,57,1,0
"1797",0,0,0,23,1,0
"1798",1,0,0,81,1,1
"1799",1,0,0,51,0,1
"1800",0,0,0,55,0,1
"1801",0,0,0,78,0,0
"1802",0,0,0,30,1,0
"1803",0,0,0,27,0,0
"1804",0,0,0,81,1,0
"1805",1,0,0,56,0,1
"1806",1,0,0,66,1,0
